<img src="666F.png"><br>景	cảnh<br>scene, scenery; landscape
<img src="9810.png"><br>預	dự<br>【before, in advance】*
<img src="5316.png"><br>化	hoá<br>to become, to change, to transform
<img src="24F78.png"><br>𤽸	trắng<br>white, clear, bare, blank
<img src="9EE8.png"><br>黨	đảng<br>party; gang, band
<img src="82E6.png"><br>苦	khổ<br>painful, hard, bitter
<img src="27077.png"><br>𧁷	khó<br>difficult
<img src="547D.png"><br>命	mạng<br>fate; destiny
<img src="754C.png"><br>界	giới<br>limit; world; society
<img src="963F.png"><br>阿	a<br>【prefix in people's name】*
<img src="5068.png"><br>偨	thầy<br>teacher, master; father, dad
<img src="245F2.png"><br>𤗲	tấm<br>board, tile, sheet; mat, blanket, cover
<img src="7CDD.png"><br>糝	tấm<br>broken rice
<img src="242A1.png"><br>𤊡	bóng<br>lustrous, glossy, glittering, sparkling, radiant
<img src="23216.png"><br>𣈖	bóng<br>ball, bulb
<img src="290F3.png"><br>𩃳	bóng<br>shadow; reflection (of an image)
<img src="43FE.png"><br>䏾	bụng<br>abdomen
<img src="6255.png"><br>払	chàng<br>young gentleman; large bladed chisel
<img src="27184.png"><br>𧆄	thuốc<br>medicine, remedy, medicament; drug
<img src="8956.png"><br>襖	áo<br>blouse, shirt, jacket
<img src="5965.png"><br>奥	áo<br>Austria; austrian
<img src="20E17.png"><br>𠸗	xưa<br>ancient, old
<img src="528D.png"><br>劍	kiếm<br>sword
<img src="505C.png"><br>停	đừng<br>don't, do not
<img src="5EAD.png"><br>庭	đình<br>communal house in the village
<img src="5149.png"><br>光	quang<br>clear; brilliant
<img src="863F.png"><br>蘿	lá<br>leaf
<img src="20E7E.png"><br>𠹾	chịu<br>to sustain, to accept, to bear, to stand
<img src="8070.png"><br>聰	thông<br>【intelligent; bright】*
<img src="901A.png"><br>通	thông<br>【clear, open; common; to communicate】*
<img src="8CA1.png"><br>財	tài<br>【wealth, richness】*
<img src="6750.png"><br>材	tài<br>【material, stuff】*
<img src="624D.png"><br>才	tài<br>talent, gift
<img src="5B50.png"><br>子	tử<br>【child】*
<img src="5BD4.png"><br>寔	thiệt<br>really; true, real, genuine
<img src="43E7.png"><br>䏧	da<br>skin; leather; pelt
<img src="6CB3.png"><br>河	hà<br>river
<img src="6B0A.png"><br>權	quyền<br>right, power; authority
<img src="7BC0.png"><br>節	tết<br>festival, holiday
<img src="24F93.png"><br>𤾓	trăm<br>hundred
<img src="264C5.png"><br>𦓅	già<br>old, aged
<img src="72AF.png"><br>犯	phạm<br>to violate, to offend, to commit (a crime)
<img src="2A773.png"><br>𪝳	hắn<br>he; him (derogatory)
<img src="63A5.png"><br>接	tiếp<br>to continue, to proceed; to connect
<img src="9663.png"><br>陣	trận<br>battle, fight
<img src="885D.png"><br>衝	xong<br>ready, finished, complete
<img src="8B6F.png"><br>譯	dịch<br>to translate, to decode
<img src="9662.png"><br>院	viện<br>institute; court
<img src="6491.png"><br>撑	xanh<br>green; blue
<img src="25409.png"><br>𥐉	ngắn<br>short; abbreviate
<img src="2629A.png"><br>𦊚	bốn<br>four
<img src="53C3.png"><br>參	tham<br>【to take part, to attend】*
<img src="8CAA.png"><br>貪	tham<br>to be greedy, to crave something
<img src="738B.png"><br>王	vương<br>【king, ruler; royal】*
<img src="795E.png"><br>神	thần<br>【spirit, supernatural being】*
<img src="6613.png"><br>易	dễ<br>easy
<img src="56C9.png"><br>囉	la<br>to shout, to cry
<img src="63A2.png"><br>探	thăm<br>to visit
<img src="5EAF.png"><br>庯	phố<br>street that is built-up on both sides; avenue, boulevard
<img src="9EF0.png"><br>黰	đen<br>black
<img src="5F0F.png"><br>式	thức<br>【type, style; system, formula】*
<img src="9053.png"><br>道	đạo<br>method, way; road, street
<img src="5716.png"><br>圖	đồ<br>thing, object; 【chart, map】*
<img src="9014.png"><br>途	đồ<br>【way, road, path】*
<img src="57FA.png"><br>基	cơ<br>【foundation, base】*
<img src="6A5F.png"><br>機	cơ<br>opportunity; 【machine, engine】*
<img src="6D77.png"><br>海	hải<br>【sea, ocean】*
<img src="4F48.png"><br>佈	bố<br>【publicize, announce】*
<img src="5E03.png"><br>布	bố<br>linen, canvas, heavy duty fabric
<img src="2209E.png"><br>𢂞	bố<br>father, dad
<img src="2271D.png"><br>𢜝	sợ<br>to fear, to be afraid
<img src="5929.png"><br>天	thiên<br>【sky, heaven】*
<img src="4E3B.png"><br>主	chủ<br>owner; chief; lord
<img src="2847B.png"><br>𨑻	đem<br>to bring; to carry
<img src="57CB.png"><br>埋	mai<br>【to bury】*
<img src="227D8.png"><br>𢟘	chắc<br>sure; solid, firm, steady
<img src="5FD7.png"><br>志	chí<br>will, ambition
<img src="3575.png"><br>㕵	uống<br>to drink
<img src="6307.png"><br>指	chỉ<br>to show, to indicate, to instruct
<img src="96D6.png"><br>雖	tuy<br>though
<img src="624B.png"><br>手	thủ<br>【hand】*
<img src="9996.png"><br>首	thủ<br>【head】*
<img src="9ED8.png"><br>默	mặc<br>【silent, quiet; dark】*
<img src="27E7C.png"><br>𧹼	đỏ<br>red
<img src="6CE3.png"><br>泣	khắp<br>all, all of
<img src="550F.png"><br>唏	hơi<br>steam, air, gas; a little bit, slightly
<img src="5E1D.png"><br>帝	đấy<br>there
<img src="793E.png"><br>社	xã<br>【society, company】*
<img src="652F.png"><br>支	chi<br>to spend money, to pay
<img src="21D80.png"><br>𡶀	núi<br>mountain; hill
<img src="264B9.png"><br>𦒹	sáu<br>six
<img src="65B9.png"><br>方	phương<br>direction
<img src="7D19.png"><br>紙	giấy<br>paper
<img src="2C65E.png"><br>𬙞	bảy<br>seven
<img src="29D5C.png"><br>𩵜	cá<br>fish
<img src="4E9E.png"><br>亞	Á<br>Asia (continent)
<img src="53F0.png"><br>台	thay<br>to change, to replace
<img src="28887.png"><br>𨢇	rượu<br>liquor
<img src="606F.png"><br>息	tức<br>angry, upset; 【to rest, to end, to cease】*
<img src="216A2.png"><br>𡚢	to<br>big, large, wide
<img src="20173.png"><br>𠅳	quên<br>to forget
<img src="5F15.png"><br>引	dẫn<br>to conduct, to guide, to escort
<img src="5F8B.png"><br>律	luật<br>law, rule, regulation
<img src="4E0A.png"><br>上	thượng<br>【top, above, superior】*
<img src="4B14.png"><br>䬔	gió<br>wind; air
<img src="5F90.png"><br>徐	chờ<br>to wait
<img src="898B.png"><br>見	kiến<br>【to see】*
<img src="52D5.png"><br>動	động<br>to move
<img src="202E5.png"><br>𠋥	mày<br>you, your (informal)
<img src="642C.png"><br>搬	bàn<br>【to transfer, to move】*
<img src="76E4.png"><br>盤	bàn<br>table; to discuss
<img src="5CF6.png"><br>島	đảo<br>island
<img src="29179.png"><br>𩅹	mưa<br>rain
<img src="696D.png"><br>業	nghiệp<br>profession; trade
<img src="202FA.png"><br>𠋺	tao<br>I, me, my (colloquial)
<img src="2846E.png"><br>𨑮	mười<br>ten
<img src="25A6F.png"><br>𥩯	dựng<br>to erect, to raise, to set up, to put up
<img src="20C3A.png"><br>𠰺	dạy<br>to teach, to educate, to train
<img src="7D93.png"><br>經	kinh<br>classic works, prayer book
<img src="5C07.png"><br>將	tướng<br>officer, general; minister
<img src="7DA0.png"><br>綠	lục<br>green
<img src="2512C.png"><br>𥄬	ngủ<br>to sleep, asleep
<img src="969B.png"><br>際	tế<br> 【border, boundary】*
<img src="6FDF.png"><br>濟	tế<br>to run
<img src="6230.png"><br>戰	chiến<br>war
<img src="7112.png"><br>焒	lửa<br>fire
<img src="24CC7.png"><br>𤳇	trai<br>male; boy, young man
<img src="611F.png"><br>感	cảm<br>【to feel】*
<img src="4F5B.png"><br>佛	phật<br>Buddha
<img src="54ED.png"><br>哭	khóc<br>to cry, to weep, to shed tears
<img src="5E9C.png"><br>府	phủ<br>government; prefecture; prefect
<img src="4E0D.png"><br>不	bất<br>【non-, un-, not】*
<img src="54C1.png"><br>品	phẩm<br>【product, article】*
<img src="7A76.png"><br>究	cứu<br>【to examine, to investigate】*
<img src="6797.png"><br>林	lâm<br>【forest, woods】*
<img src="529F.png"><br>功	công<br>【achievement】*
<img src="213E6.png"><br>𡏦	xây<br>to build
<img src="62D6.png"><br>拖	đỡ<br>to support, to relieve; to hold up
<img src="5305.png"><br>包	bao<br>bag; to wrap, to bundle
<img src="9AD4.png"><br>體	thể<br>【body】*
<img src="5024.png"><br>値	trị<br>【value, worth】*
<img src="6CBB.png"><br>治	trị<br>to cure, to treat; 【to regulate, to administer】*
<img src="7D50.png"><br>結	kết<br>to tie, to knot
<img src="275B1.png"><br>𧖱	máu<br>blood
<img src="5341.png"><br>十	thập<br>【ten】*
<img src="6B50.png"><br>歐	âu<br>just, perhaps; 【european】*
<img src="4ED9.png"><br>仙	tiên<br>fairy, immortal
<img src="5148.png"><br>先	tiên<br>first, firstly
<img src="4E0B.png"><br>下	hạ<br>to lower, to set down, to take down
<img src="3E65.png"><br>㹥	chó<br>dog
<img src="72AC.png"><br>犬	khuyển<br>【dog】*
<img src="6C99.png"><br>沙	sa<br>【sand; granulated】*
<img src="5E97.png"><br>店	tiệm<br>shop
<img src="22720.png"><br>𢜠	mừng<br>happy, glad
<img src="767C.png"><br>發	phát<br>to deliver, to distribute, to issue
<img src="843B.png"><br>萻	ấm<br>warm
<img src="6B64.png"><br>此	thử<br>【this; then】*
<img src="2A004.png"><br>𪀄	chim<br>bird
<img src="5F48.png"><br>彈	đàn<br>group of beings of the same kind, drove, flock, herd; to play on stringed instruments, stringed music instrument
<img src="8001.png"><br>老	lão<br>old, aged
<img src="5272.png"><br>割	cắt<br>to cut; to cut off
<img src="8239.png"><br>船	thuyền<br>ship, boat, vessel
<img src="22EBA.png"><br>𢺺	chia<br>to share; to divide, to split
<img src="7956.png"><br>祖	tổ<br>【ancestor, forefather; grandfather】*
<img src="7D44.png"><br>組	tổ<br>group, team; to form, to organize
<img src="7C93.png"><br>粓	cơm<br>(cooked) rice
<img src="57DF.png"><br>域	vực<br>【area, region, domain, field】*
<img src="6599.png"><br>料	liệu<br>【materials, ingredients】*
<img src="5408.png"><br>合	hợp<br>to fit; to join
<img src="7E54.png"><br>織	chức<br>office; 【to organize】*
<img src="9251.png"><br>鉑	bạc<br>silver
<img src="8005.png"><br>者	giả<br>【the one who, that person】*
<img src="6C34.png"><br>水	thuỷ<br>【water, liquid】*
<img src="4FD7.png"><br>俗	tục<br>vulgar, crude; 【social customs】*
<img src="5ABD.png"><br>媽	má<br>mother
<img src="695B.png"><br>楛	gỗ<br>wood, timber
<img src="4EA4.png"><br>交	giao<br>to deliver, to hand over, to exchange; 【to communicate】*
<img src="7551.png"><br>畑	đèn<br>lamp, light
<img src="22DEE.png"><br>𢷮	đổi<br>to change, to exchange, to switch, to convert
<img src="8209.png"><br>舉	cử<br>to raise; to elect
<img src="7B46.png"><br>筆	bút<br>brush; pen
<img src="6848.png"><br>案	án<br>(legal) case, sentence; small table
<img src="9818.png"><br>領	lãnh<br>to receive; 【to lead】*
<img src="4F5C.png"><br>作	tác<br>【to make, to work, to compose】*
<img src="99AC.png"><br>馬	mã<br>【horse】*
<img src="8272.png"><br>色	sắc<br>color; beauty
<img src="8FF7.png"><br>迷	mê<br>to be fascinated; to loose consciousness, to faint
<img src="6C23.png"><br>氣	khí<br>【air, steam】*
<img src="5E2B.png"><br>師	sư<br>【teacher, master】*
<img src="20C18.png"><br>𠰘	miệng<br>mouth
<img src="2466D.png"><br>𤙭	bò<br>cow, ox, beef
<img src="5A66.png"><br>婦	phụ<br>wife, woman, married woman
<img src="8F14.png"><br>輔	phụ<br>to help, to assist, to aid
<img src="66AB.png"><br>暫	tạm<br>temporary, provisional
<img src="53F2.png"><br>史	sử<br>history
<img src="4F7F.png"><br>使	sứ<br>ambassador; 【envoy, ambassador; to make, to cause, to use】*
<img src="554A.png"><br>啊	à<br>oh, aha, I see
<img src="9B25.png"><br>鬥	đấu<br>to fight, to compete
<img src="6597.png"><br>斗	đấu<br>peck, bushel
<img src="60DC.png"><br>惜	tiếc<br>to regret, to be sorry, to grudge
<img src="552F.png"><br>唯	dạ<br>yes, yes sir, affirmative!
<img src="53CD.png"><br>反	phản<br>to betray, to be disloyal to
<img src="679C.png"><br>果	quả<br>fruit; result
<img src="6912.png"><br>椒	tiêu<br>pepper
<img src="6559.png"><br>教	giáo<br>to teach, to educate
<img src="7CBE.png"><br>精	tinh<br>【pure, clear; essence; spirit; perfect】*
<img src="661F.png"><br>星	tinh<br>【star, planet】*
<img src="798F.png"><br>福	phước<br>happiness
<img src="79D1.png"><br>科	khoa<br>field of study, subject of study
<img src="91CF.png"><br>量	lượng<br>quantity, measure
<img src="8336.png"><br>茶	trà<br>tea; tea plant
<img src="7E01.png"><br>縁	duyên<br>charm, grace, loveliness; 【cause, reason】*
<img src="7F6E.png"><br>置	trí<br>【to place, to set aside】*
<img src="7E87.png"><br>纇	lỗi<br>mistake; fault; error
<img src="52A9.png"><br>助	trợ<br>【to help, to assist】*
<img src="2052D.png"><br>𠔭	tám<br>eight
<img src="5C0F.png"><br>小	tiểu<br>【small, tiny】*
<img src="5F8C.png"><br>後	hậu<br>【after, behind】*
<img src="5165.png"><br>入	nhập<br>to join, to enter; to import
<img src="80FD.png"><br>能	năng<br>【ability, capability, to be able to】*
<img src="847B.png"><br>葻	bông<br>flower
<img src="76EE.png"><br>目	mục<br>section, topic; program item; 【eye】*
<img src="200E9.png"><br>𠃩	chín<br>nine
<img src="85E5.png"><br>藥	dược<br>medicine, pharmacy
<img src="24BC6.png"><br>𤯆	ngon<br>tasty, delicious; well, easy
<img src="29132.png"><br>𩄲	mây<br>cloud
<img src="544C.png"><br>呌	kêu<br>to call; to cry
<img src="26744.png"><br>𦝄	trăng<br>moon
<img src="5632.png"><br>嘲	chào<br>to greet
<img src="7368.png"><br>獨	độc<br>【alone, single】*
<img src="5371.png"><br>危	nguy<br>【dangerous】*
<img src="7AE0.png"><br>章	chương<br>chapter, section
<img src="59B8.png"><br>妸	gã<br>lad, bloke, underdog
<img src="97F3.png"><br>音	âm<br>sound; noise
<img src="9670.png"><br>陰	âm<br>【lunar; female】*
<img src="984C.png"><br>題	đề<br>topic, subject
<img src="63D0.png"><br>提	đề<br>【to hold】*
<img src="7C7A.png"><br>籺	hột<br>grain, seed
<img src="842C.png"><br>萬	vạn<br>ten thousand
<img src="88FD.png"><br>製	chế<br>to manufacture, to produce
<img src="5178.png"><br>典	điển<br>classic written source
<img src="7D4F.png"><br>絏	dây<br>rope; cord; wire; string
<img src="74CA.png"><br>瓊	quỳnh<br>【jade; rare, precious; elegant】*
<img src="529B.png"><br>力	lực<br>force, strength
<img src="5185.png"><br>内	nội<br>inside; paternal
<img src="5F85.png"><br>待	đợi<br>to wait
<img src="591A.png"><br>多	đa<br>many; much; numerous
<img src="732B.png"><br>猫	mèo<br>cat
<img src="7881.png"><br>碁	cờ<br>chess
<img src="53E3.png"><br>口	khẩu<br>【mouth; entrance; gate】*
<img src="6069.png"><br>恩	ơn<br>favour; 【kindness, mercy】*
<img src="9650.png"><br>限	hạn<br>limit; term
<img src="5A92.png"><br>媒	môi<br>【medium, intermediary, agent, go-between】*
<img src="8B49.png"><br>證	chứng<br>evidence, proof
<img src="97FF.png"><br>響	hưởng<br>【to make noise; sound】*
<img src="237EE.png"><br>𣟮	mềm<br>soft; tender
<img src="5730.png"><br>地	địa<br>【earth, soil, ground】*
<img src="9593.png"><br>間	gian<br>【space, interval; between】*
<img src="571F.png"><br>土	thổ<br>earch; soil
<img src="7AF6.png"><br>競	cạnh<br>【to compete】*
<img src="5740.png"><br>址	chỉ<br>【site, location】*
<img src="5931.png"><br>失	thất<br>【to lose; to make a mistake】*
<img src="66C6.png"><br>曆	lịch<br>calendar
<img src="6B77.png"><br>歷	lịch<br>【passing, successive, throughout; past, historic】*
<img src="4ED6.png"><br>他	thà<br>rather, better
<img src="674F.png"><br>杏	hạnh<br>apricot tree
<img src="5E78.png"><br>幸	hạnh<br>【luck, fortunate】*
<img src="51FA.png"><br>出	xuất<br> 【to go out; to produce】*
<img src="53CA.png"><br>及	cập<br>to land, to lay alongside; 【to reach, to arrive】*
<img src="25F98.png"><br>𥾘	sợi<br>fibre; filament
<img src="7B97.png"><br>算	toán<br>【to count, to calculate, to plan】*
<img src="593E.png"><br>夾	giáp<br>bordering, adjacent, near
<img src="6F22.png"><br>漢	hán<br>【Chinese; Chinese language】*
<img src="574A.png"><br>坊	phường<br>ward, urban subdistrict
<img src="82F1.png"><br>英	anh<br>England; english; 【brave, hero; petal, flower】*
<img src="8A9E.png"><br>語	ngữ<br>【language】*
<img src="4E8C.png"><br>二	nhì<br>【two】*
<img src="8C6B.png"><br>豫	dựa<br>to lean on; to stand against
<img src="76D2.png"><br>盒	hộp<br>box, case
<img src="5AE9.png"><br>嫩	non<br>young, tender, green; premature; mild
<img src="21F6B.png"><br>𡽫	non<br>mountain
<img src="8AD6.png"><br>論	luận<br>to debate, to discuss; essay
<img src="84EE.png"><br>蓮	sen<br>lotus, water lily
<img src="795D.png"><br>祝	chúc<br>to wish so. sth.
<img src="5C55.png"><br>展	triển<br>【to open, to extend】*
<img src="21255.png"><br>𡉕	hòn<br>hill; small island; ball, piece
<img src="4EF6.png"><br>件	kiện<br>item; case; matter; to sue
<img src="8FD1.png"><br>近	cận<br>near, close
<img src="5DFE.png"><br>巾	khăn<br>towel
<img src="820D.png"><br>舍	xá<br>【house, dwelling】*
<img src="8A5E.png"><br>詞	từ<br>word; phrase
<img src="22A6E.png"><br>𢩮	dắt<br>to lead; to tow; to guide
<img src="2139D.png"><br>𡎝	cõi<br>world; country, region
<img src="7562.png"><br>畢	tất<br>all, whole; 【finish, complete】*
<img src="5FC5.png"><br>必	tất<br>surely, of course
<img src="7B2C.png"><br>第	đệ<br>【sequence, number】*
<img src="71DF.png"><br>營	doanh<br>【to manage; barracks, casern, encampment】*
<img src="706B.png"><br>火	hoả<br>【fire, flame; anger, rage】*
<img src="5582.png"><br>喂	ôi<br>oh
<img src="2412F.png"><br>𤄯	trong<br>clear, pure
<img src="27FC6.png"><br>𧿆	dãy<br>row, chain, series
<img src="20CD0.png"><br>𠳐	vâng<br>yes, all right
<img src="7136.png"><br>然	nhiên<br>【so, like that】*
<img src="8A00.png"><br>言	ngôn<br>【speech; to speak】*
<img src="7CFB.png"><br>系	hệ<br>system, branch
<img src="4FC2.png"><br>係	hệ<br>【to relate to, to connect】*
<img src="885B.png"><br>衛	vệ<br>【to guard, to protect】*
<img src="4F35.png"><br>伵	tớ<br>servant; I, my, me
<img src="9B5A.png"><br>魚	ngư<br>【fish】*
<img src="57F7.png"><br>執	chấp<br>【to execute; to grasp, to seize】*
<img src="65A4.png"><br>斤	cân<br>to weigh; scale, balance; weight; kilogram
<img src="52B8.png"><br>劸	khoẻ<br>healthy, strong
<img src="4E94.png"><br>五	ngũ<br>【five】*
<img src="554F.png"><br>問	vấn<br>【to ask, to inquire】*
<img src="6068.png"><br>恨	hận<br>hatred; resentiment
<img src="9280.png"><br>銀	ngân<br>【money, cash】*
<img src="74E6.png"><br>瓦	ngói<br>tile
<img src="67E5.png"><br>查	tra<br>to seek, to look up (in a dictionary); to investigate
<img src="5583.png"><br>喃	nôm<br>nôm
<img src="8DEA.png"><br>跪	quỳ<br>to kneel
<img src="708A.png"><br>炊	sôi<br>to boil
<img src="7523.png"><br>産	sản<br>【to give birth】*
<img src="5B54.png"><br>孔	khổng<br>【emptiness, hollow, hole, opening】*
<img src="6C7A.png"><br>決	quyết<br>to decide, to determine
<img src="58D3.png"><br>壓	áp<br>to press against, to oppress
<img src="5112.png"><br>儒	nho<br>【Confucian scholar】*
<img src="6539.png"><br>改	cải<br>to change, to alter, to reform, to correct
<img src="8003.png"><br>考	khảo<br>【to verify, to test, to examine】*
<img src="4E43.png"><br>乃	nấy<br>that (one), that (person or thing)
<img src="22A7F.png"><br>𢩿	sẻ<br>to divide, to share
<img src="6CA1.png"><br>没	một<br>【to sink; to have not】*; also: number one (see 𠬠)
<img src="7D00.png"><br>紀	kỷ<br>period
<img src="31F6.png"><br>ㇶ	chuỷ<br>(iteration mark)
<img src="4E92.png"><br>互	hỗ<br>【mutually, reciprocally】*
<img src="25FD7.png"><br>𥿗	chỉ<br>thread; yarn
<img src="4ED5.png"><br>仕	xảy<br>(see: xảy ra)
<img src="6B62.png"><br>止	chỉ<br>【to stop; to detain】*
<img src="31F4.png"><br>ㇴ	lại<br>(iteration mark)
<img src="232BE.png"><br>𣊾	bây<br>【this, that】*
<img src="9CE5.png"><br>鳥	điểu<br>【bird】*
<img src="6094.png"><br>悔	hối<br>to repent; to regret; to rue
<img src="9952.png"><br>饒	nhiêu<br>how many; (quantity)
<img src="22B72.png"><br>𢭲	vói<br>to reach sth.
<img src="96AA.png"><br>險	hiểm<br>dangerous, risky
<img src="8FFA.png"><br>迺	nãy<br>just (now), only just, a short while ago
<img src="5478.png"><br>呸	bậy<br>wrong
<img src="7814.png"><br>研	nghiên<br>【study, research】*
<img src="25F62.png"><br>𥽢	phèn<br>alum
<img src="7F8E.png"><br>美	mỹ<br>beautiful; America; american
